 Structure Age Ascl1 Bdnf Creb1 Cux2 Fez1 Hes1 Mef2c Myt1l Neurod1 Neurog1 Neurog2 Nog Olig2 Otx1 Otx2 Pax3 Pax5 Pax6 Pou3f2 Pou4f2 Prox13 Satb2 Sox10 Sox11 Sox12 Sox2 Sox3 Sox4 Sox5 Sox6 Sox7 Sox8 Sox9 Stat3
9 4 0.125422 0.157635 0.0345922 4.83313 19.5386 0.337984 0.122049 6.08149 0.640265 0.989744 2.9321 0.232527 6.81616 0.298332 0.73049 0.488199 0.545625 2.91454 13.5824 0.0408694 -1 1.00969 1.04197 0.0326727 5.16179 1.06746 0.5701 1.39714 4.02402 0.0508415 0.0340311 1.71066 0.094317 1.06541
9 5 1.14293 0.692435 0.210272 5.40696 17.2703 0.0912257 0.0821436 5.76184 0.516034 0.41246 0.754574 3.31593 7.66003 0.249057 1.33913 0.00398203 0.0165537 0.841834 10.5114 0.10933 -1 0.758607 10.352 0.120106 1.49516 4.07357 -1 1.3982 1.48012 1.4479 1.35443 10.1496 0.0867809 2.02783
9 6 2.00269 0.231394 0.0842002 2.63522 16.3456 0.0306539 0.656075 4.17739 0.382031 0.774188 0.289276 0.485185 2.21227 0.0464445 1.53692 0.0549206 0.139741 0.16492 7.05299 0.157024 -1 0.0518846 7.42035 0.0572442 2.35758 4.069 0.387755 0.340314 1.92746 0.198476 0.114168 5.31861 0.0370638 1.73559
9 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
10 0 5.5382 0.0831029 0.191264 6.20871 6.36343 0.911826 0.629621 0.267041 1.04927 2.79497 4.15432 0.489728 0.209881 0.0683511 0.216341 5.5786 0.0810463 0.855329 18.0732 0.0266265 -1 0.093897 1.78278 8.56822 2.94241 11.0067 4.95108 12.5933 0.766354 0.0848749 0.157673 0.01896 4.12469 0.655177
10 1 1.98076 0.020053 0.254294 2.67709 12.8945 1.7296 0.109254 4.07663 1.08137 0.530158 0.700539 0.0463833 0.295865 0.116393 8.08526 1.10893 0.104693 3.10103 11.0691 0.00997638 -1 0.0336355 0.053545 0.838402 0.652655 13.1406 0.646756 3.11517 0.607329 0.361913 0.314353 0.410565 0.704101 0.245329
10 2 0.351278 0.159584 0.158847 1.3325 12.4624 0.179325 0.487499 7.97451 0.432576 0.0675493 0.173861 0.0929331 0.795161 0.0581424 1.66298 0.769387 0.0632501 2.49806 14.0501 0.0657344 -1 0.0708997 0.0882901 0.298725 4.74885 1.21569 0.456871 3.53345 0.376637 0.155523 0.0112205 0.422836 0.0440132 0.641094
10 3 1.67468 0.882338 0.0374781 4.56561 11.6964 2.11426 0.210381 9.47875 0.50758 0.468541 1.22232 0.103532 3.396 0.0309597 1.98922 0.108225 0.525532 2.79544 9.43976 0.10188 -1 0.416304 2.47128 1.01038 2.42498 4.75573 0.0421817 0.0136661 0.135868 0.545872 0.369271 1.35989 1.51466 0.272688
10 4 0.162438 0.165581 0.0859363 4.33313 21.5743 0.439105 0.479107 6.2455 2.33577 0.936275 3.28934 0.263998 5.55302 0.239657 1.22713 0.475247 0.573139 1.90722 15.1582 0.108821 -1 1.74416 0.704029 0.0551313 6.60734 0.9447 0.614055 1.94614 4.27274 0.103161 0.026679 1.3815 0.224336 0.965495
10 5 2.03875 1.05569 0.260202 4.95638 15.7199 0.145009 0.18193 7.36742 1.074 0.840327 1.18711 4.45018 6.82077 0.395088 0.73438 0.0214795 0.0287544 1.30418 11.9144 0.172247 -1 0.714957 8.60282 0.285173 1.22853 3.52958 -1 1.73977 1.83711 1.89376 1.48277 9.31289 0.0546065 1.72932
10 6 2.46502 0.599527 0.0919879 2.81305 16.828 0.0422796 0.810301 5.75574 0.567471 0.745453 0.34291 0.583573 2.70649 0.0704562 0.624169 0.0946528 0.12466 0.0988355 8.74432 0.146309 -1 0.0705591 7.59718 0.0957809 2.51528 4.2128 0.302316 0.325389 2.27628 0.193987 0.0655031 5.22376 0.0259224 1.38584
10 7 20.1309 2.16386 -1 5.89108 -1 4.46317 3.8293 -1 5.93942 -1 -1 0.454981 7.84831 -1 23.4919 0.414571 -1 0.103675 -1 -1 -1 0.381387 4.33472 0.179113 -1 3.85217 -1 -1 0.74266 -1 -1 5.72877 0.0217114 4.23694
11 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
11 1 8.53445 0.00798916 0.188736 2.4495 9.36795 1.07673 0.564054 3.92676 0.303912 0.493605 5.0708 0.019718 0.339981 0.049482 0.834457 0.0264214 0.0680932 6.03217 7.68612 0.00733735 -1 3.04853 0.0161258 3.59406 0.628071 9.49151 0.629881 6.03308 1.14249 0.282659 0.224489 0.959581 0.304917 0.0118549
11 2 1.76308 0.0252757 0.0507693 0.737794 5.54466 0.104866 0.420196 3.81586 0.191009 0.0243022 5.68737 0.00692663 0.309374 0.0328413 1.78436 0.0265543 0.0149622 2.92884 6.69199 0.0100089 -1 1.5418 0.0272343 1.36844 1.78953 1.98125 0.226888 4.49859 0.269267 0.33909 0.00693867 1.44517 0.0423448 0.0261148
11 3 0.453605 0.019547 0.0165999 2.313 5.51123 0.424397 1.11817 3.25909 0.221216 0.0575359 0.820793 0.0146533 1.4773 0.0272839 0.730116 0.0286732 0.0422283 1.13079 4.20107 0.0299787 -1 1.52735 0.322187 2.5603 0.859824 2.61886 0.0343121 0.414885 0.354286 0.0552359 0.0300284 2.10833 0.337898 0.0339541
11 4 0.153116 0.0198341 0.0290103 2.18982 13.462 0.109055 2.36062 6.35108 0.081601 0.276217 2.19149 0.0656628 3.38445 0.047489 0.358345 0.10578 0.0763029 1.5287 10.8133 0.0140069 -1 1.60222 0.276319 0.560156 4.52936 1.10363 0.37048 2.74737 3.55595 0.0212228 0.0123925 0.962069 0.0565217 0.199956
11 5 0.822382 0.696653 0.354443 2.93311 15.9452 0.226715 4.48438 12.3764 0.110725 0.107468 0.525173 4.6968 4.01969 0.506987 0.775295 0.00315373 0.00803677 0.895222 14.4792 0.103305 -1 1.92748 8.30343 0.922375 1.35383 4.07088 -1 2.60506 1.44846 1.99699 1.71703 8.46409 0.0108934 1.06447
11 6 0.921829 0.239102 0.0819802 2.24688 15.2496 0.0615898 7.00576 14.9017 0.0206223 0.0629617 0.323042 0.548616 1.53973 0.0752868 0.553658 0.0234573 0.0406129 0.388748 10.6684 0.0562937 -1 1.05073 7.50217 0.0548942 4.26651 4.33241 1.45514 0.513787 1.98591 0.558427 0.0425743 6.06792 0.0279644 1.12593
11 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
12 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
12 1 1.20889 0.0761579 0.739582 0.817557 29.2011 5.70001 1.17824 1.38981 2.40948 2.13842 7.18553 0.106213 0.047835 0.357321 0.690142 0.0653892 0.552055 7.2078 10.6615 0.0948822 -1 1.17457 0.0365625 4.68342 0.498646 14.5049 5.49231 4.71632 10.6602 0.940357 0.233379 0.284128 0.396431 0.116171
12 2 0.15951 0.0197214 0.129004 1.36223 12.1994 0.153363 2.72704 10.0393 1.49083 0.0159376 9.06027 0.00736521 0.145935 0.0507431 0.750947 0.0270237 0.0482153 4.51105 12.8258 0.00809048 -1 12.5452 0.0268513 3.65088 3.78618 1.34267 0.876988 9.23786 17.8554 0.191802 0.00907007 0.182095 0.0290469 0.0752952
12 3 0.890828 0.203929 0.023144 12.039 21.1256 1.04464 22.5912 13.3438 0.443921 0.231696 1.98293 0.0413649 2.52708 0.0843482 0.344101 0.0631482 0.375364 1.90435 18.6713 0.318152 -1 29.3129 0.650086 13.2663 4.75382 2.82407 0.0382839 0.823245 3.47395 0.285063 0.138865 0.638754 1.03777 0.0642735
12 4 0.221858 0.0305644 0.150346 14.8287 22.7967 0.309331 29.2208 10.2124 0.918374 0.862166 3.22293 0.138243 3.62244 0.351869 0.169851 0.177757 0.326352 0.988317 24.66 0.0469697 -1 24.4686 0.123027 1.72862 11.6925 0.857667 0.761888 8.57547 14.2161 0.0376172 0.0493935 0.775083 0.214688 0.570515
12 5 1.81303 3.80234 1.03849 9.34497 18.1837 0.422984 20.7192 14.3105 0.351661 0.73496 1.42083 7.83481 2.96282 1.65784 0.79683 0.0124799 0.0346037 0.878283 17.5247 0.295552 -1 14.6135 8.26053 0.337372 3.34675 2.69864 -1 3.05597 4.94397 3.94981 2.81258 6.78406 0.116282 1.50967
12 6 1.549 2.06514 0.334131 8.19749 16.7555 0.319913 17.631 13.4299 0.296193 0.300471 0.481703 1.31984 1.09367 0.234621 0.430452 0.100443 0.145202 0.14428 14.8543 0.170999 -1 8.0313 6.57696 0.138885 5.60806 4.12455 1.79135 0.801124 5.05068 0.658734 0.215053 4.73755 0.0635123 1.25957
12 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
13 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
13 1 1.2013 0.0100023 0.353717 0.358401 17.2519 9.65679 0.425187 0.986758 4.21716 0.844192 10.1099 0.0294145 0.0298919 0.193278 4.17824 0.0106408 0.0426888 8.33893 7.95105 0.0348773 -1 0.0735626 0.0344095 1.83 0.382488 19.6551 4.71083 4.64379 0.714611 0.231103 0.154875 0.0723373 0.528154 0.0893856
13 2 1.22099 0.0482499 0.0795832 0.353892 11.7694 0.248251 0.899625 3.78957 10.444 0.0104024 10.9587 0.0108183 0.144946 0.077266 2.13239 0.0297505 0.0105698 3.98363 6.25874 0.0229933 -1 0.232188 0.0204964 3.73777 3.10417 3.75421 1.38411 5.18833 3.76944 0.144624 0.0103596 0.0889423 0.110543 0.565967
13 3 1.45264 0.102698 0.0563325 4.53189 10.1482 1.08019 1.82522 3.56734 4.35133 0.1491 4.21601 0.0498743 2.45872 0.0504629 0.929114 0.0476274 0.122253 1.58423 5.29428 0.0495397 -1 3.71928 0.470843 7.69825 2.72514 4.48674 0.0516265 0.391935 1.40846 0.136517 0.172971 0.994779 0.878315 0.305469
13 4 0.502936 0.0482052 0.0614262 4.18432 15.6982 0.144794 4.19123 4.35983 1.79927 0.46505 2.13974 0.0844826 4.96187 0.0521486 0.389483 0.119052 0.0632703 1.58398 10.3963 0.0583955 -1 5.24737 0.200646 2.45999 6.00623 1.57339 0.463084 4.21857 7.15586 0.0238142 0.0369711 0.972267 0.0811257 0.416104
13 5 1.31195 5.49027 0.338252 3.84469 17.4812 0.215263 6.19335 10.2734 3.40319 0.220506 1.16562 6.62389 3.93502 0.855858 0.817663 0.00511982 0.00634303 0.546751 13.7543 0.121871 -1 5.06501 7.25625 3.11235 2.60354 3.38618 -1 3.00976 2.4103 2.12537 2.50552 6.53142 0.0503049 1.5887
13 6 0.979646 1.98896 0.136532 3.12741 16.4183 0.223042 7.49304 13.8907 1.78319 0.143104 0.444798 0.423091 1.33524 0.0639695 0.753646 0.0638032 0.0313506 0.121534 12.2294 0.0564832 -1 1.512 7.02834 0.131966 3.92012 3.75332 1.45791 0.915427 3.11187 0.339548 0.154359 4.83219 0.013262 1.36084
13 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1

