Structure Depth Age Ascl1 Bdnf Creb1 Cux2 Fez1 Hes1 Mef2c Myt1l Neurod1 Neurog1 Neurog2 Nog Olig2 Otx1 Otx2 Pax3 Pax5 Pax6 Pou3f2 Pou4f2 Prox13 Satb2 Sox10 Sox11 Sox12 Sox2 Sox3 Sox4 Sox5 Sox6 Sox7 Sox8 Sox9 Stat3
29 4 5 0.855626 2.38155 0.252707 5.43565 11.4296 0.0976161 2.23531 9.61591 0.992446 0.188592 0.829524 5.69069 4.56011 0.495846 1.48843 0.016442 0.0143846 0.68355 12.4473 0.0599862 -1 2.1807 6.66923 0.758224 1.91053 3.98942 -1 1.87986 1.68588 1.77763 1.0926 7.08237 0.0196772 1.57299
29 4 6 0.88497 0.967962 0.0404009 4.99083 13.2084 0.0171801 4.30666 8.86688 0.299417 0.0719132 0.103569 0.363493 1.30247 0.0286504 0.653564 0.031096 0.0457779 0.426644 9.19661 0.0348942 -1 0.0497539 7.15854 0.0321322 3.23696 5.27041 0.496754 0.439324 2.44372 0.103712 0.0933496 4.91437 0.0123447 1.16158
29 4 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
30 4 0 15.0949 0.00115546 0.230206 1.36663 6.94504 1.21889 0.0855783 0.0144222 0.896485 0.915065 18.9883 0.0971861 3.20478 0.177853 14.0246 0.0243831 0.0214071 15.7274 13.4755 0.0163369 -1 0.0482127 0.0174359 7.85728 2.69512 13.0097 2.35748 9.1193 0.361055 0.0550528 0.0503741 0.00710529 0.410889 0.108154
30 4 1 9.15589 0.00547163 0.191894 0.429622 5.15972 0.647704 0.049036 1.33071 0.389013 0.516696 3.81228 0.0141659 0.443911 0.3925 11.4544 0.00644198 0.00949747 11.7904 6.1381 0.00185021 -1 0.0247372 0.012392 2.07349 0.568685 10.1847 0.320652 5.85927 0.516255 0.259449 0.183921 0.105757 0.0786876 0.0120923
30 4 2 0.474582 0.0695821 0.0989687 0.422213 7.99393 0.097618 0.0649467 5.81635 0.30185 0.00804414 1.70993 0.0122512 1.51239 0.070684 3.22264 0.0082986 0.128399 13.3361 12.7832 0.00673065 -1 0.227416 0.0168474 0.309015 3.34567 5.79337 0.299172 4.1847 0.367022 0.181308 0.00695105 0.0850683 0.036785 0.0334341
30 4 3 0.379774 0.303667 0.0331299 2.8368 6.62253 0.691647 0.0367398 6.67135 0.530356 0.0723084 0.865977 0.0338576 2.97223 0.0280833 2.39646 0.0272424 0.172942 8.9754 9.82101 0.0207512 -1 0.185074 0.633807 1.19048 2.43021 2.98029 0.00794795 0.0510545 0.137077 0.0515559 0.0643796 0.413591 0.356402 0.139358
30 4 4 0.0748121 0.128755 0.0361915 4.31424 15.6279 0.159729 0.131682 6.16579 0.301827 0.310861 3.21127 0.117716 4.38416 0.0231103 0.522411 0.138701 0.221428 5.16404 15.1449 0.0214864 -1 0.77767 0.237792 0.168572 6.89315 1.22204 0.233555 2.18173 4.74778 0.0194288 0.0105224 0.49499 0.0591974 0.523823
30 4 5 0.907723 1.82753 0.201675 4.29832 13.4558 0.0854022 0.596232 8.58271 0.195972 0.201883 0.711766 4.72967 5.3398 0.509574 0.799169 0.0162546 0.0125731 2.85127 12.5551 0.0853249 -1 0.896406 8.02752 0.12195 1.64526 3.5675 -1 1.27151 1.46214 1.71951 1.48702 8.46101 0.0189637 1.12362
30 4 6 0.761465 0.625332 0.0421546 3.61326 15.7232 0.04685 1.54886 7.18068 0.0721797 0.0737023 0.112912 0.321047 1.71085 0.0664162 0.354913 0.0177863 0.0592638 1.02442 8.77256 0.0309626 -1 0.0335334 8.68977 0.0363267 3.00521 5.07638 0.684373 0.395104 1.67229 0.173442 0.0500181 6.19651 0.0132228 1.20625
30 4 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
31 4 0 9.01787 0.0395209 0.254235 4.3267 10.5373 0.298912 0.248146 0.0342644 0.166887 3.82213 4.2844 0.758646 0.477293 0.0337349 9.13008 9.67714 0.583692 5.08658 38.1054 0.0363276 -1 0.128622 0.116171 12.0994 2.38139 10.851 12.0122 17.7437 0.494744 0.111941 0.0805179 0.0155602 0.629735 0.287597
31 4 1 1.05281 0.0141284 0.302514 2.10827 12.0884 1.27772 0.208277 4.00426 0.721385 0.27138 1.4813 0.0206911 0.221801 0.17886 6.73518 2.48021 5.34194 0.979539 13.4244 0.0555108 -1 0.162642 0.020783 1.47316 0.538545 8.37703 0.723084 6.41246 0.425719 0.498402 0.477049 0.203437 0.495686 0.0714506
31 4 2 0.709302 0.0795037 0.140351 1.06863 10.7843 0.152061 0.197723 6.77896 1.43336 0.127333 0.893554 0.0525797 0.805752 0.113293 4.48835 1.45615 2.15549 3.40295 12.8254 0.0450497 -1 0.144218 0.0323684 0.373991 4.04672 1.86354 0.592609 5.74343 0.231149 0.114068 0.0871114 0.149503 0.0599858 0.097603
31 4 3 1.38631 0.240609 0.0254956 3.03714 8.36289 1.58047 0.25796 7.16737 5.451 0.464828 1.01144 0.145682 3.22945 0.0594328 3.48856 0.500874 0.927586 7.65527 7.64484 0.183769 -1 0.318035 1.13995 1.82548 2.61598 6.60619 0.0281934 0.144923 0.0686719 0.253024 0.15029 0.793012 1.07971 0.225093
31 4 4 0.971754 0.0796224 0.0422453 3.24083 15.3724 0.321013 0.531163 4.07222 9.77514 0.670058 2.77552 0.133027 4.85296 0.174126 1.06045 2.76511 1.03004 7.01729 12.8361 0.0778764 -1 0.671708 0.459904 1.07328 5.95302 1.46321 0.341649 2.73424 2.37758 0.0897878 0.0406483 1.1449 0.258475 0.657597
31 4 5 1.46148 0.42271 0.509422 2.52576 8.14287 0.115499 0.440581 5.31729 7.51759 0.818543 1.09748 2.52385 3.42752 0.959243 1.75068 0.0529366 0.0257437 4.50454 8.88301 0.285242 -1 1.35957 5.35241 5.1788 1.20412 2.66765 -1 2.77265 0.991107 2.00585 2.42651 5.16988 0.0811345 1.14856
31 4 6 1.03431 0.0971864 0.0730223 1.54249 11.7165 0.0103139 1.33451 2.93548 14.8572 0.282123 0.210134 0.305303 0.678662 0.0431262 0.873044 0.106598 0.0801949 0.380428 3.5068 0.10945 -1 0.192545 4.95214 0.0441829 1.75847 2.67268 0.296226 0.208688 0.982586 0.148837 0.0754479 2.7099 0.0347243 0.44651
31 4 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
32 4 0 5.57498 0.0942701 0.200363 6.33971 5.92901 1.282 1.20586 0.247144 1.59774 2.14157 1.89163 0.461945 0.18012 0.018459 0.092436 4.27267 0.0780345 0.831424 16.5521 0.0301485 -1 0.0752309 2.00565 6.19049 2.89078 8.06516 4.41255 14.536 0.932157 0.0789912 0.157113 0.00830082 7.52028 0.887423
32 4 1 2.34057 0.0182703 0.26649 2.09952 13.5559 1.53714 0.148867 4.31894 1.31688 0.344769 0.651747 0.0791921 0.118924 0.139971 15.3224 2.0756 0.11842 4.24454 10.9594 0.0155855 -1 0.0269529 0.039951 0.781093 0.358699 15.2527 0.515671 2.59262 0.656504 0.393129 0.367992 0.332571 1.04174 0.285749
32 4 2 0.234364 0.109156 0.155942 1.08534 11.8199 0.175561 0.52791 7.41081 0.588382 0.113571 0.190994 0.0494462 1.05254 0.0450915 0.56735 0.903739 0.0524593 1.96394 12.8756 0.0735019 -1 0.118877 0.0731262 0.297179 4.20523 1.11983 0.425452 3.79765 0.373518 0.191833 0.0118584 0.449198 0.036701 1.06748
32 4 3 1.4518 0.911948 0.072794 4.63428 13.4595 2.54442 0.309074 9.7552 0.373057 0.487345 1.07356 0.058889 3.16784 0.0291479 0.965217 0.0645752 0.612692 2.81481 9.32208 0.127062 -1 0.504686 2.3271 1.12137 2.79679 5.44491 0.0506878 0.0125882 0.134827 0.72379 0.426549 1.4553 1.80051 0.27535
32 4 4 0.163382 0.113082 0.169512 4.37928 23.3888 0.558715 0.704889 6.26513 3.37202 0.881683 3.71706 0.31688 5.44828 0.28734 0.723619 0.421279 0.533621 2.26141 16.2562 0.140806 -1 1.42864 0.585729 0.0483865 7.4473 1.07136 0.726993 2.11364 4.08821 0.151126 0.03008 1.45612 0.351383 1.14955
32 4 5 2.4764 0.573321 0.260693 5.42347 16.0191 0.200073 0.23483 8.69528 1.2504 1.30102 2.24605 4.83645 6.25336 0.582518 0.952148 0.0257255 0.0117975 1.37954 12.9477 0.203515 -1 0.978021 8.79897 0.272121 1.04709 3.57384 -1 1.96922 1.92925 2.58198 1.56617 9.63548 0.0531351 1.7958
32 4 6 3.67327 0.309319 0.101855 2.73974 16.6304 0.0264205 1.03245 5.89583 0.517088 0.621367 0.390952 0.6061 2.88683 0.0934431 0.721322 0.0618027 0.155537 0.0779403 8.71786 0.142835 -1 0.104265 7.57588 0.148203 2.26631 4.16646 0.236102 0.369397 2.19572 0.194904 0.0707051 5.46048 0.0360271 1.19682
32 4 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
33 4 0 3.63305 0.0789806 0.17361 8.08957 4.94056 1.16887 1.36636 0.330356 1.44721 2.69051 0.9662 0.333459 0.30393 0.0154263 0.122825 5.15376 0.0413401 0.70957 14.488 0.0214691 -1 0.0544363 3.42404 4.05203 2.79039 9.59685 4.37292 16.4743 1.61198 0.157723 0.322546 0.013198 9.18304 0.788485
33 4 1 1.81619 0.0149787 0.250686 1.86415 16.7596 1.62277 0.18987 4.64783 2.51342 0.252969 0.343833 0.131965 0.0395676 0.243303 15.9177 2.21597 0.117856 3.93006 14.968 0.0180154 -1 0.0317808 0.0431082 0.946625 0.413621 12.3558 0.650934 3.5045 0.450732 0.341921 0.567434 0.347706 1.16576 0.46599
33 4 2 0.256021 0.157262 0.215495 0.982867 14.2341 0.250875 1.76986 6.05688 0.410006 0.0519937 0.249353 0.383747 1.06964 0.0951621 0.0638528 0.511152 0.0674624 0.898428 12.6393 0.0828019 -1 0.0517306 0.0765924 0.230803 3.74783 0.950949 0.363503 3.80606 0.297322 0.270705 0.0161505 0.37082 0.0527861 0.987099
33 4 3 1.603 0.822771 0.0667378 4.75463 14.6669 2.83007 0.286875 9.69055 0.243394 0.340855 1.00342 0.0503253 4.00604 0.0393012 1.03309 0.0814386 0.566866 3.44577 7.67302 0.128975 -1 0.543104 2.23354 0.853427 2.40735 4.64876 0.0243204 0.0125305 0.14008 0.654418 0.42663 1.43669 1.79117 0.171627
33 4 4 0.187278 0.0865159 0.0848172 4.61572 26.1949 0.64704 0.732614 6.92208 0.387636 0.268734 3.49049 0.385067 5.61314 0.348841 0.109182 0.374608 0.157203 1.64566 16.4508 0.127587 -1 1.7777 0.472359 0.0301685 7.62344 0.943222 0.784654 2.04631 4.36305 0.143621 0.0429398 1.30613 0.496272 0.848687
33 4 5 2.96179 0.404655 0.300205 5.54254 16.7541 0.24144 0.185666 8.57703 1.57794 0.872742 1.91226 5.82765 6.33405 0.558692 0.623048 0.00677183 0.00489608 1.54526 12.9813 0.245253 -1 1.12345 9.08069 0.150015 1.10586 3.82362 -1 1.62815 2.21205 2.35963 1.65697 10.1977 0.103797 1.9376
33 4 6 3.1893 0.203987 0.0944687 1.82781 17.1865 0.0563909 1.32917 3.63309 0.539086 0.418323 0.301654 0.478295 2.24315 0.0974058 0.113305 0.068512 0.176227 0.0555591 7.37974 0.137775 -1 0.158954 5.33257 0.21285 2.10544 4.55488 0.279141 0.327137 1.63279 0.176959 0.0859678 5.29216 0.0643081 0.712218
33 4 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
34 4 0 10.7803 0.0159782 0.197351 4.58398 6.84193 0.214901 0.127088 0.0703851 3.69927 6.83476 2.93009 0.0865643 0.128416 0.0200512 0.475269 4.64276 0.0612539 14.733 29.0901 0.0324043 -1 0.0643925 6.51962 4.88545 3.01131 12.2004 5.26987 15.5896 0.336199 0.0468428 0.0644417 0.0176708 0.160347 0.159514
34 4 1 0.66382 0.0484995 0.139218 2.32538 8.27953 1.19975 0.13367 2.1883 0.717993 0.318349 5.24271 0.321469 0.370051 0.155338 3.87017 0.945581 0.133484 0.422814 9.22055 0.0251104 -1 0.0564817 0.445974 0.391901 0.381546 6.79385 0.531345 3.49872 0.382584 0.262433 0.496136 0.103661 0.125504 0.135944
34 4 2 0.282277 0.106423 0.114502 1.48195 9.33965 0.153974 0.105629 5.67977 0.609785 0.0104594 0.825509 0.098326 0.393117 0.0651552 1.70793 0.299861 0.262997 2.82193 11.4739 0.0170084 -1 0.0415551 0.0452566 0.216936 3.71018 2.17781 0.712576 2.77054 0.310976 0.134256 0.0307954 0.218768 0.031701 0.285553
34 4 3 0.708457 0.302899 0.0117954 4.04233 8.95856 1.14496 0.155557 7.64388 1.99096 0.650351 0.774821 0.0859941 3.40401 0.0588344 1.96246 0.173438 0.309958 2.65667 9.40959 0.148218 -1 0.141278 1.68075 0.814365 3.14403 6.10871 0.0193982 0.0356395 0.134594 0.116622 0.141199 1.02369 0.643937 0.342527
34 4 4 0.12244 0.129564 0.0308689 5.0291 15.3086 0.238656 0.247776 4.92727 1.84405 0.833641 2.75348 0.154771 5.72231 0.303669 0.917185 0.723074 0.71807 2.50214 13.3304 0.0396327 -1 0.700881 0.880756 0.0812902 6.2075 1.56241 0.315183 2.00448 3.93618 0.0370115 0.021162 1.40607 0.109693 0.763431
34 4 5 0.974265 0.809938 0.221652 4.32903 13.41 0.0731341 0.187011 6.06958 2.29684 0.601656 0.908854 2.86558 7.0661 0.494151 3.12909 0.0323819 0.0139063 1.80504 10.4697 0.154947 -1 0.953606 8.43016 1.21259 1.22252 3.63328 -1 1.68186 0.958911 1.51693 1.74558 8.48537 0.0281077 1.68712
34 4 6 1.44894 0.279109 0.14333 3.01069 15.6052 0.0260755 0.569904 4.26848 0.655188 0.531933 0.247925 0.445654 2.26505 0.0480396 2.09377 0.0451459 0.0547332 0.261293 6.80632 0.0422927 -1 0.0594712 8.41517 0.0383177 2.28997 3.90445 0.498166 0.3331 1.76513 0.227835 0.0525723 5.39782 0.012072 1.4622
34 4 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
35 4 0 10.1793 0.0153386 0.269495 6.93624 9.10332 0.271678 0.123766 0.30021 1.57424 6.28272 6.87863 0.132973 0.097228 0.0628474 0.518597 3.4208 0.0603326 9.43715 37.7861 0.045846 -1 0.124077 2.10997 6.93097 2.72835 14.693 6.65564 17.1961 0.26089 0.031583 0.069055 0.0149672 0.217475 0.177838
35 4 1 1.28481 0.019971 0.108842 2.1904 8.31385 1.30655 0.122437 2.57087 1.02859 0.29574 4.08889 0.14629 0.402621 0.0657095 7.0434 0.489185 0.053891 0.314619 10.1566 0.00485874 -1 0.175056 0.940825 0.336701 0.435021 8.69836 0.734362 3.19207 0.618969 0.190356 0.694683 0.127092 0.128324 0.193287
35 4 2 0.420263 0.151635 0.110031 1.36167 8.39615 0.160439 0.0764019 8.28536 0.411612 0.0372117 0.832631 0.0838809 0.255229 0.0467551 1.79332 0.419653 0.271683 4.98055 11.5404 0.0114182 -1 0.0410003 0.124175 0.564636 4.08743 1.66107 0.692955 2.92786 0.557333 0.194347 0.00769387 0.258991 0.050711 0.326002
35 4 3 0.7663 0.381479 0.0141681 3.65956 9.46029 1.19864 0.123658 12.6914 0.91429 0.64684 0.836438 0.111599 3.01095 0.0482101 1.71431 0.114918 0.423745 2.54816 8.69367 0.120364 -1 0.148578 1.94263 1.80653 3.18038 4.41933 0.0265396 0.051151 0.307085 0.220817 0.186566 1.2301 0.819894 0.376809
35 4 4 0.105344 0.204172 0.0475258 4.2227 16.7769 0.336119 0.248948 6.98399 1.93061 1.0412 3.32525 0.194441 5.75834 0.278049 1.38622 0.704815 0.763525 3.61897 11.7292 0.0560261 -1 0.776286 0.847199 0.116819 7.49017 1.3951 0.419057 2.44052 5.12362 0.0583774 0.0272913 1.38576 0.157503 0.9922
35 4 5 1.03786 1.28385 0.268399 4.35861 15.2739 0.118865 0.104818 7.90024 0.593796 0.603305 0.810078 3.39146 7.62017 0.535075 1.71199 0.0069662 0.0251418 1.26537 10.724 0.169107 -1 0.965374 9.5551 0.246841 1.57518 3.94171 -1 1.55181 1.33411 1.57569 1.59214 9.86535 0.0591078 2.0196
35 4 6 1.42144 0.658186 0.0885717 2.64498 16.3905 0.0351783 0.7816 5.00905 0.931012 0.484131 0.29827 0.494128 2.34125 0.0814288 1.86307 0.0486671 0.0834353 0.393439 7.72438 0.15587 -1 0.0384779 8.34816 0.0638133 2.43427 4.09313 0.732479 0.376557 2.40509 0.23312 0.0919108 5.56106 0.0264324 1.41363
35 4 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
36 4 0 8.04754 0.0131413 0.296543 8.31481 12.0102 0.453167 0.11444 0.231681 0.671774 6.61975 2.59779 0.178657 0.174127 0.0414059 0.223537 2.87914 0.0679101 3.35812 40.1973 0.0856074 -1 0.176407 2.52894 11.2471 3.22664 14.767 8.9463 17.5877 0.374382 0.0436944 0.187435 0.0612573 0.519097 0.186053
36 4 1 0.839537 0.0125912 0.112388 3.14616 10.2177 1.64921 0.115697 3.72627 1.64831 0.164471 0.171507 0.0284169 0.0693993 0.0244482 1.18326 0.648656 0.0385162 0.432172 10.9697 0.00535076 -1 0.0929986 0.538366 0.527663 0.597897 11.8213 0.686897 4.7658 0.669636 0.215647 0.675523 0.189966 0.223116 0.14918
36 4 2 0.389993 0.097675 0.12488 1.55151 8.70775 0.16165 0.103033 7.69651 0.202598 0.0370372 0.116705 0.0291794 0.205249 0.0423034 1.79396 0.28996 0.245173 4.52844 13.3246 0.0271709 -1 0.0295048 0.322683 0.637197 4.13846 1.15297 0.602516 2.46917 0.471064 0.174156 0.00480074 0.273217 0.0534937 0.229348
36 4 3 0.802867 0.408762 0.018737 3.62522 9.2601 1.37618 0.110614 11.7293 0.755617 0.580023 0.812067 0.145809 3.21113 0.0484976 1.76617 0.128057 0.586359 3.81155 8.26614 0.085304 -1 0.159926 1.90653 2.63218 2.64273 3.71373 0.0297699 0.0719432 0.294057 0.270702 0.205983 1.39976 0.817536 0.265664
36 4 4 0.106733 0.224619 0.0527936 3.98921 16.9767 0.307293 0.159956 9.39058 1.73927 0.994631 3.32196 0.158898 5.86304 0.26322 1.07992 0.681268 0.691184 3.60618 11.2523 0.0501656 -1 0.724726 0.786626 0.0644536 6.27899 1.39828 0.445953 2.20282 5.69675 0.057751 0.0256163 1.47174 0.173615 0.910567
36 4 5 1.08449 1.55547 0.270005 4.59025 16.603 0.126696 0.10028 7.10604 0.471772 0.655262 0.896747 3.44909 7.96441 0.441047 0.849306 0.00268097 0.0480011 1.55263 10.9639 0.183182 -1 0.935774 9.89255 0.117984 1.62838 3.90977 -1 1.60347 1.54058 1.53311 1.87316 10.5907 0.139914 2.09824
36 4 6 1.59017 0.463278 0.0880261 2.34163 15.5749 0.0371913 0.909663 4.56806 0.430287 0.728007 0.380162 0.39812 2.46542 0.0933902 1.61939 0.0606869 0.207536 0.331337 6.94896 0.213827 -1 0.0678466 7.57258 0.0745145 2.2802 4.06591 0.721308 0.387289 1.93601 0.246318 0.155002 5.69515 0.0305566 1.45039
36 4 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
37 4 0 4.6573 0.0156102 0.246136 8.26179 10.595 0.536987 0.208625 0.116841 0.450671 4.06283 2.54691 0.473287 0.0902199 0.0304985 0.400575 3.57068 0.0466049 1.88744 41.1659 0.0702568 -1 0.295875 1.12219 15.6825 3.9293 14.4648 9.4288 16.3276 0.453294 0.0742566 0.330771 0.0655729 0.788973 0.16643
37 4 1 0.565363 0.00745019 0.0980317 2.70945 9.7369 1.74014 0.16127 3.6951 1.78754 0.427964 0.125209 0.0204364 0.205764 0.0283133 0.498858 0.531633 0.0569911 0.731597 10.7632 0.0100713 -1 0.0350703 0.314585 0.714846 0.880963 13.8944 0.577549 4.69757 0.693145 0.281763 0.707125 0.276515 0.592202 0.074893
37 4 2 0.363943 0.114503 0.129521 1.54785 10.4392 0.160448 0.134641 7.251 0.0840871 0.0130451 0.187898 0.0196329 0.284158 0.0455847 0.211841 0.498235 0.0954751 3.04157 14.2275 0.0316086 -1 0.0188522 0.31736 0.297482 4.75579 1.62039 0.54075 3.13674 0.383185 0.168376 0.00466132 0.360439 0.0720185 0.167142
37 4 3 0.853864 0.481703 0.0163015 4.10489 8.53785 1.46533 0.069582 7.5407 0.182665 0.904421 0.869474 0.19321 3.71688 0.0308479 1.11043 0.0890355 0.622847 4.66567 8.92815 0.0504503 -1 0.210942 2.39927 1.17592 1.93078 4.55851 0.0461314 0.0374809 0.0955348 0.238956 0.288547 1.5891 0.834988 0.313285
37 4 4 0.120331 0.148939 0.0343049 4.91815 19.4327 0.368106 0.139614 6.71125 0.594926 1.00578 3.03729 0.192223 6.91579 0.304903 0.715785 0.543883 0.574369 3.56463 13.1579 0.0472709 -1 0.676 1.05565 0.0341273 5.33923 1.19134 0.574082 1.43292 4.16467 0.0529387 0.0408679 1.76125 0.1087 1.04486
37 4 5 1.05647 0.635973 0.204799 5.54142 17.4281 0.0867867 0.0826805 5.68463 0.577134 0.453839 0.808564 3.1487 7.96883 0.245424 1.30933 0.0042278 0.0118265 0.93572 10.5187 0.101707 -1 0.79094 10.598 0.10503 1.48897 4.25896 -1 1.43635 1.37458 1.42298 1.40642 10.4313 0.103738 1.8924
37 4 6 2.16909 0.187016 0.0846721 2.59367 16.0071 0.0336024 0.733566 3.70081 0.462994 0.874085 0.328895 0.431771 2.17904 0.0501983 2.25316 0.049364 0.162985 0.17491 6.6309 0.149353 -1 0.0508076 7.32858 0.0650707 2.24436 4.13921 0.44803 0.36624 1.80581 0.226981 0.128119 5.35717 0.0441702 1.64122
37 4 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
38 4 0 3.40325 0.0227866 0.250295 9.43697 9.23189 0.470015 0.121699 0.245536 0.362721 3.42412 4.76631 0.377189 0.175993 0.0884435 0.536217 3.4492 0.0320706 1.09642 33.7909 0.038645 -1 0.141856 1.4244 14.8357 3.7286 16.0519 7.52484 11.3232 0.454213 0.0722385 0.150397 0.0534255 0.849994 0.196072
38 4 1 0.78687 0.0041716 0.169603 2.25617 10.0764 1.95786 0.134753 2.97943 1.62423 0.90797 0.317092 0.0144268 0.359072 0.0317343 0.75107 0.43667 0.0672956 1.64545 10.3384 0.00567484 -1 0.0290311 0.208676 0.812238 1.00125 13.1298 0.660819 4.31441 0.74166 0.266044 0.471372 0.434147 0.606589 0.113274
38 4 2 0.340229 0.102566 0.143794 1.70141 11.9376 0.154666 0.143499 7.75875 0.106561 0.0102717 0.200289 0.0250018 0.325826 0.0482778 0.509541 0.578022 0.0376633 2.80965 14.8037 0.0328487 -1 0.0255242 0.188935 0.260933 5.1569 1.77456 0.542287 3.50425 0.393863 0.1977 0.00503056 0.447019 0.091462 0.27761
38 4 3 1.0348 0.601529 0.0194018 4.32808 8.76026 1.55678 0.0546781 7.88341 0.229806 0.866056 1.08801 0.210867 3.93906 0.0397266 1.25785 0.0917208 0.522971 3.33954 9.88307 0.0464403 -1 0.314536 2.51006 0.522411 1.90848 4.91869 0.0619655 0.0244391 0.0729104 0.335055 0.28256 1.36466 1.07329 0.697469
38 4 4 0.131447 0.167983 0.0349325 4.73328 19.6629 0.302645 0.101421 5.33359 0.693324 0.970774 2.80464 0.27933 6.69916 0.290454 0.749572 0.420227 0.511888 2.16672 14.0844 0.0331425 -1 1.38464 1.0259 0.0309512 4.95341 0.920211 0.56544 1.35502 3.85884 0.0483786 0.0258527 1.65029 0.0774823 1.08934
38 4 5 1.24088 0.759007 0.216947 5.24854 17.085 0.0964261 0.0814988 5.85343 0.443903 0.363565 0.690222 3.51153 7.24663 0.253297 1.37452 0.00368696 0.0221506 0.720111 10.5026 0.118372 -1 0.720571 10.0624 0.137892 1.50246 3.85747 -1 1.35137 1.60511 1.47734 1.29377 9.81642 0.067079 2.18725
38 4 6 1.79427 0.287031 0.0836105 2.68615 16.7705 0.0270577 0.560448 4.777 0.281452 0.650501 0.239373 0.551033 2.25666 0.0417398 0.934442 0.0617569 0.111006 0.152399 7.60206 0.166734 -1 0.0532278 7.53363 0.0469462 2.4982 3.98044 0.310177 0.30707 2.07735 0.161197 0.0966677 5.27158 0.0281746 1.85781
38 4 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
39 4 0 4.35259 0.0607888 0.218714 8.38394 8.60728 0.399981 0.148812 0.35263 0.430668 3.65475 7.10795 0.291685 0.156823 0.15517 0.427853 6.23233 0.0805773 1.56123 29.1449 0.0197215 -1 0.08725 1.92121 11.7662 3.27054 17.0082 6.40441 10.1615 0.402963 0.0776908 0.0955261 0.0392118 0.635183 0.249366
39 4 1 1.82606 0.00943898 0.238608 2.77913 10.5225 1.97835 0.0777628 3.16921 0.548962 0.86928 0.922287 0.0188501 0.44592 0.0644512 0.837473 0.425423 0.0512472 3.09013 9.77599 0.00418233 -1 0.0415768 0.065456 0.867946 0.9582 11.3544 0.739203 3.49066 0.633203 0.279712 0.246265 0.462384 0.398293 0.222121
39 4 2 0.44504 0.149195 0.137948 1.80273 12.4272 0.14212 0.104632 8.76832 0.235485 0.011706 0.0970992 0.0211451 0.321608 0.0542991 1.85642 0.601882 0.0707926 2.1696 15.334 0.0429908 -1 0.0447021 0.130995 0.355122 5.41479 1.57863 0.515728 3.79062 0.377571 0.143277 0.00852642 0.449568 0.0533247 0.495242
39 4 3 1.25283 0.806356 0.0253458 4.49871 9.77058 1.62358 0.0725967 9.10207 0.40427 0.316269 1.13414 0.151964 3.52804 0.0432804 2.18003 0.128791 0.406488 2.10807 10.1498 0.0689092 -1 0.325535 2.33277 0.619797 2.20391 4.43764 0.0718783 0.0139564 0.0906426 0.371388 0.253566 1.19381 1.10347 0.291212
39 4 4 0.137032 0.220792 0.0346372 4.70475 19.2999 0.299774 0.138558 5.96801 1.32061 0.994236 2.99428 0.265416 6.05457 0.276028 1.63592 0.46142 0.55891 2.01938 14.0977 0.0495681 -1 1.95129 0.967429 0.0416187 5.48364 0.852415 0.523275 1.56671 4.02979 0.0613059 0.0209877 1.4722 0.0774047 1.01836
39 4 5 1.74894 1.25162 0.237998 4.953 15.8695 0.105539 0.124117 6.77616 0.924919 0.512533 0.381713 3.88796 7.63023 0.27133 0.929313 0.0040037 0.0728745 1.03851 10.8349 0.13386 -1 0.623755 9.02598 0.243836 1.45819 3.53036 -1 1.43684 1.8057 1.39162 1.3349 9.37915 0.0706169 1.72456
